parkid,rectypeid,amenityid,created_us,created_da,last_edite,last_edi_1,amentype,courtsurf,courtsize,courtlight,courtfence,fieldsurf,fldplayage,fieldlight,fieldfence,football,cricket,lacrosse,soccer,fhockey,softball,baseball,sheltype,shelsurf,shellight,shelelec,shelwater,shelrstrm,shelgrill,shelcap,playsurf,playada,playage,recrmrent,recgym,recfitctr,recpool,reclockrm,recomplab,recindoor,reservable,managedby,tball,amenstatus
MDLP,WALKTR,03,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,WALKTR,04,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,WALKTR,05,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,WALKTR,06,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,PLYGRD,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,PLYGRD,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,SWINGS,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,SHELTR,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,SWINGS,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,BOCCBL,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,BOCCBL,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,PIERDK,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,WALKTR,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,WALKTR,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,WALKTR,03,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,PICNIC,07,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,PICNIC,08,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,WALKTR,04,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,WALKTR,06,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,WALKTR,07,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,WALKTR,08,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,WALKTR,09,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,WALKTR,10,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,WALKTR,11,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,SHELTR,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,SHELTR,03,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,PICNIC,09,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,BATCAG,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,PICNIC,10,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMA,SHELTR,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMA,PLYGRD,04,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMA,SWINGS,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMA,PLYGRD,05,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMA,PLYGRD,06,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMA,SWINGS,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMA,PLYGRD,07,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMA,PLYGRD,08,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMA,SWINGS,03,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMA,PARKSP,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
SHAM,SWINGS,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
VETS,SHELTR,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
VETS,SHELTR,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
VETS,PICNIC,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
VETS,PICNIC,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
VETS,PICNIC,03,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
VETS,PICNIC,04,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
VETS,BALLFD,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
WRDP,BALLFD,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
WRDP,BALLFD,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
WRDP,BATCAG,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
WRDP,BATCAG,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
SCES,PLYGRD,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
SCES,SWINGS,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
SCES,SWINGS,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
SCES,PICNIC,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEWP,SHELTR,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEWP,BALLFD,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEWP,BALLFD,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEWP,BALLFD,03,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEWP,BALLFD,04,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NEWP,BALLFD,05,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JBCP,WALKTR,04,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JBCP,WALKTR,05,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JBCP,WALKTR,06,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JBCP,WALKTR,07,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JBCP,WALKTR,08,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RENP,WALKTR,01,PARKEDITOR,7/20/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RENP,WALKTR,02,PARKEDITOR,7/20/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RENP,WALKTR,03,PARKEDITOR,7/20/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RENP,PIERDK,01,PARKEDITOR,7/20/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JACK,SWINGS,01,PARKEDITOR,8/12/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Pineville,,Open
SQLP,FISHNG,01,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matthews,,Open
PILP,GRNSPC,01,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Pineville,,Open
KPPK,FLWRGD,01,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,GARDEN,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matthews,,Open
BAUC,PARKSP,01,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matthews,,Open
BAUC,GRNSPC,01,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matthews,,Open
FIFP,GRNSPC,01,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
FIFP,GRNSPC,02,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
PLCP,PIKBAL,01,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
PILP,FISHNG,01,PARKEDITOR,8/13/2020,PARKEDITOR,3/29/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Pineville,,Open
JBCP,WALKTR,09,PARKEDITOR,7/17/2020,PARKEDITOR,4/12/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PLCP,PIKBAL,02,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
CGTL,SHABOR,01,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
RWPP,FISHNG,01,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
MBTL,SHABOR,01,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
LDNP,FISHNG,01,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
GRAY,BATCAG,01,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
OAKT,GRNSPC,01,PARKEDITOR,8/13/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CLAR,GRNSPC,01,PARKEDITOR,8/14/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MARS,WALKTR,01,PARKEDITOR,8/14/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MARS,WALKTR,02,PARKEDITOR,8/14/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MARS,AMPHIT,01,PARKEDITOR,8/14/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HAPK,FITSTA,01,PARKEDITOR,8/14/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
VIEW,SWINGS,01,PARKEDITOR,8/14/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
VIEW,GRNSPC,01,PARKEDITOR,8/14/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TUCP,GRNSPC,01,PARKEDITOR,8/14/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TMCW,GRNSPC,01,PARKEDITOR,8/14/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TOMH,GRNSPC,01,PARKEDITOR,8/14/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RMBL,SWINGS,02,PARKEDITOR,8/14/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
REVP,RESTRM,01,PARKEDITOR,8/14/2020,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RENP,FISHNG,01,PARKEDITOR,8/14/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PVLY,PLYGRD,01,PARKEDITOR,8/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PVLY,PLYGRD,02,PARKEDITOR,8/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PVLY,SWINGS,01,PARKEDITOR,8/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
AFRM,GRNSPC,01,PARKEDITOR,8/13/2020,PARKEDITOR,3/29/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
AFRM,GRNSPC,02,PARKEDITOR,8/13/2020,PARKEDITOR,3/29/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
PVLY,SWINGS,02,PARKEDITOR,8/17/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PVLY,COMGRD,01,PARKEDITOR,8/17/2020,PARKEDITOR,1/3/2022,GARDEN,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PVLY,PICNIC,02,PARKEDITOR,8/17/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PVLY,PICNIC,01,PARKEDITOR,8/17/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PVLY,FITSTA,01,PARKEDITOR,8/17/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PVLY,GRNSPC,01,PARKEDITOR,8/17/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PVLY,WALKTR,01,PARKEDITOR,8/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PVLY,WALKTR,04,PARKEDITOR,8/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PVLY,WALKTR,02,PARKEDITOR,8/17/2020,PARKEDITOR,1/3/2022,CAMPING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PVLY,WALKTR,03,PARKEDITOR,8/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PVLY,WALKTR,05,PARKEDITOR,8/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMS,BOATNG,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,BOATING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMS,FISHNG,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JPLN,FISHNG,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,FISHNG,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLCP,BATCAG,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLCP,BATCAG,02,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLCP,BATCAG,03,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLCP,BATCAG,04,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLCP,BATCAG,05,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLCP,PICNIC,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MIDW,BALLFD,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MIDW,PICNIC,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MCCP,FISHNG,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DAVP,GRNSPC,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATP,SHABOR,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATP,RESTRM,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LATP,GRNSPC,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LCCP,SWINGS,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
IRWN,AQUACR,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,AQUATIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
IDLE,FISHNG,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
HORN,FISHNG,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
FREE,FISHNG,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
DRTA,MULTFD,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
CORP,GRNSPC,01,PARKEDITOR,8/21/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
