parkid,rectypeid,amenityid,created_us,created_da,last_edite,last_edi_1,amentype,courtsurf,courtsize,courtlight,courtfence,fieldsurf,fldplayage,fieldlight,fieldfence,football,cricket,lacrosse,soccer,fhockey,softball,baseball,sheltype,shelsurf,shellight,shelelec,shelwater,shelrstrm,shelgrill,shelcap,playsurf,playada,playage,recrmrent,recgym,recfitctr,recpool,reclockrm,recomplab,recindoor,reservable,managedby,tball,amenstatus
LEGP,PLYGRD,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
LEGP,WALKTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
LEGP,WALKTR,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
LEGP,WALKTR,03,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
LEGP,WALKTR,71,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
ROBB,GAGABL,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
ROBB,RESTRM,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
ROBB,PIERDK,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
ROBB,PIERDK,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
WEAC,PARKSP,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
WEAC,PARKSP,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
WEAC,PARKSP,03,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
WEAC,BALLFD,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,FIELD,,,,,Combination,Youth,Yes,Yes,,,,,,Yes,Yes,,,,,,,,0,,,,,,,,,,,Yes,Cornelius,Yes,Open
WEAC,BALLFD,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,FIELD,,,,,Combination,Youth,Yes,Yes,,,,,,Yes,Yes,,,,,,,,0,,,,,,,,,,,Yes,Cornelius,Yes,Open
WEAC,BALLFD,03,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,FIELD,,,,,Combination,Youth,Yes,Yes,,,,,,Yes,Yes,,,,,,,,0,,,,,,,,,,,,Cornelius,Yes,Open
WEAC,BALLFD,04,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,FIELD,,,,,Combination,Youth/Adult,Yes,Yes,,,,,,Yes,Yes,,,,,,,,0,,,,,,,,,,,Yes,Cornelius,Yes,Open
WEAC,BATCAG,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
WEAC,BATCAG,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
WEAC,PLYGRD,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
WEAC,RESTRM,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
WEAC,PICNIC,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,PARKSP,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,PARKSP,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,MULTFD,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,PARKSP,03,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,BALLFD,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,BALLFD,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,BATCAG,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,RESTRM,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,SPRAYG,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,AQUATIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,PICNIC,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,PICNIC,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,PICNIC,03,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,PICNIC,04,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,PLYGRD,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,SWINGS,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
SMTP,SHELTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,WALKTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,WALKTR,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,WALKTR,03,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,WALKTR,04,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,BALLFD,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,BALLFD,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,BATCAG,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,BSKTCT,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,PARKSP,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,SHELTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,RESTRM,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,PLYGRD,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,PLYGRD,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,SWINGS,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
WAHP,SWINGS,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
WAHP,PLYGRD,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
WAHP,PLYGRD,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
WAHP,GAZEBO,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
WAHP,WALKTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
YCPP,PLYGRD,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
YCPP,SWINGS,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
BRRC,RECGYM,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,FACILITY,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
JWRC,RECGYM,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,FACILITY,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
JWRC,PARKSP,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
BRRC,PARKSP,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,TENNCT,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/21/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,PICNIC,01,PARKEDITOR,6/2/2020,PARKEDITOR,4/19/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRCP,PICNIC,02,PARKEDITOR,6/2/2020,PARKEDITOR,4/19/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
WAHP,WALKTR,02,PARKEDITOR,6/2/2020,PARKEDITOR,4/19/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
BRMS,TRCRUN,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
NSLP,WALKTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
FRPP,WALKTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
FRPP,WALKTR,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
FRPP,WALKTR,03,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
TPDP,WALKTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
TPDP,WALKTR,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
TPDP,WALKTR,03,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
MART,ARTCTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matthews,,Open
MHVP,WALKTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mint Hill,,Open
MHVP,WALKTR,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mint Hill,,Open
MHVP,WALKTR,03,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mint Hill,,Open
MHVP,WALKTR,04,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mint Hill,,Open
MHVP,WALKTR,05,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mint Hill,,Open
MHVP,WALKTR,06,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mint Hill,,Open
MHVP,WALKTR,07,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mint Hill,,Open
PHGP,WALKTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
PHGP,WALKTR,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
PHGP,WALKTR,03,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
WILG,WALKTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mint Hill,,Open
WILG,WALKTR,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mint Hill,,Open
WILG,WALKTR,03,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mint Hill,,Open
WILG,WALKTR,04,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mint Hill,,Open
WILG,WALKTR,05,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mint Hill,,Open
RWPP,WALKTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
RWPP,WALKTR,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
RWPP,WALKTR,03,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
RWPP,WALKTR,04,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
RWPP,WALKTR,05,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
WIND,WALKTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matthews,,Open
WIND,WALKTR,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matthews,,Open
JBCP,WALKTR,01,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JBCP,WALKTR,02,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JBCP,WALKTR,03,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TUCP,WALKTR,01,PARKEDITOR,6/3/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TUCP,WALKTR,02,PARKEDITOR,6/3/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
BLTN,RESTRM,01,PARKEDITOR,6/4/2020,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ABRC,MULTFD,01,PARKEDITOR,6/18/2020,PARKEDITOR,1/3/2022,FIELD,,,,,Grass,Youth/Adult,No,Yes,Yes,No,Yes,Yes,Yes,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
NEWP,PARKSP,01,PARKEDITOR,6/18/2020,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MTHP,BALLFD,01,PARKEDITOR,6/26/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MTHP,BSKTCT,01,PARKEDITOR,6/26/2020,PARKEDITOR,1/3/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MORG,MULTFD,01,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,No,Mecklenburg,,Open
BRYT,BALLFD,01,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
COLL,FITSTA,01,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LIND,PLYGRD,01,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
FRST,PLYGRD,01,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
FREE,RESTRM,03,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
GRNP,PLYGRD,03,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
GRHT,GAGABL,01,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
GRHT,HRSSHO,01,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
GRHT,HRSSHO,02,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JBCP,MULTFD,01,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
LTLP,SHELTR,01,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,PARKSP,01,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,SHELTR,01,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,SHELTER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,PLYGRD,01,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,SWINGS,02,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,PLYGRD,02,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,PLYGRD,03,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,WALKTR,01,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,WALKTR,02,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,WALKTR,03,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,WALKTR,04,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,WALKTR,05,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,WALKTR,06,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,WALKTR,07,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,WALKTR,08,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,WALKTR,09,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,PLYGRD,04,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,PLYGRD,05,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,PLYGRD,06,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,SWINGS,01,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PALI,PLYGRD,07,PARKEDITOR,7/16/2020,PARKEDITOR,1/3/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,WALKTR,01,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,WALKTR,02,PARKEDITOR,7/17/2020,PARKEDITOR,1/3/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
