OBJECTID,PRKID,PRKNAME,PRKADDR,STREETNO,STREETDIR,STREETNM,STREETTYPE,STREETSUFF,CITY,STATE,ZIP,PRKTYPE,PRKSTATUS,PRKDIST,PRKSIZE,PRKXCOORD,PRKYCOORD,PRKPHONE,PRKAGE,PRKADAACC,CITYCOUNCI,BOCC,PRKDATE,USERID,UPSIZE_TS,X,Y,LEASEDID
1,YORK,Yorkmont Park,6417 VICKERS RD,6417, ,VICKERS,RD, ,CHARLOTTE,NC,28217,Neighborhood,Developed,South,,,,9803141003,,,District 3,District 2,1998/07/28 00:00:00+00,,,1431594.51492967,520191.63716336,Mecklenburg
2,PKRD,Park Road Park,6220 PARK RD,6220, ,PARK,RD, ,CHARLOTTE,NC,28210,Community,Developed,South,,,,9803141003,,,District 6,District 5,1999/05/07 00:00:00+00,,,1447014.84498847,513334.37375139,Mecklenburg
3,SEDF,Sedgefield Park,600 ELMHURST RD,600, ,ELMHURST,RD, ,CHARLOTTE,NC,28209,Neighborhood,Developed,Central,,,,9803141002,,,District 1,District 4,1998/07/28 00:00:00+00,,,1444953.40430087,532281.44604902,Mecklenburg
4,KING,Wilmore Centennial Park at Southend,1711 S TRYON ST,1711,S,TRYON,ST, ,CHARLOTTE,NC,28203,Neighborhood,Developed,Central,,,,9803141002,,,District 3,District 2,2012/05/17 00:00:00+00,,,1444332.62585601,538160.81585605,Mecklenburg
5,ABRP,Albemarle Road Park,9120 E W T HARRIS BV,9120,E,W T HARRIS,BV,NO,CHARLOTTE,NC,28227,Community,Developed,South,,,,9803141003,,,District 5,District 4,2002/03/18 00:00:00+00,,,1484195.61806604,530843.21767961,Mecklenburg
6,PENN,Charles and Ida Graham Park,8101 OLIVER HAGER RD,0, , , ,NO,HUNTERSVILLE,NC,28078,Town Park,Undeveloped,North,,,,7047662220,,,,District 1,2008/04/21 00:00:00+00,,,1433550.73054622,616092.10167685,Huntersville
7,DRTA,Derita Park,3509 FREW RD,3509, ,FREW,RD, ,CHARLOTTE,NC,28206,Community,Developed,North,,,,9803141001,,,District 1,District 3,1998/07/28 00:00:00+00,,,1460946.33117642,554062.2899138,Mecklenburg
8,NEVN,Nevin Park,6100 STATESVILLE RD,6100, ,STATESVILLE,RD, ,CHARLOTTE,NC,28269,Regional,Developed,North,,,,9803141001,,,District 2,District 3,2000/12/11 00:00:00+00,,,1451160.86573388,569885.11615397,Mecklenburg
9,BRNH,Rocky River Bluff Nature Preserve,20532 SHEARER RD,0, ,NO ADDRESS, , ,DAVIDSON,NC,28036,Nature Preserve,Developed,North,,,,9803141001,,,,District 1,2003/07/11 00:00:00+00,,,1467044.12585603,637081.37585603,Mecklenburg
10,KPPK,KP Park,320 E MATTHEWS ST,320,E,MATTHEWS,ST,,MATTHEWS,NC,28105,Town Park,Developed,South,,,,7043217275,,,,District 6,,,,1486277.07906,501986.15411836,Matthews
11,LATN,Latta Nature Preserve,5226 SAMPLE RD,5226, ,SAMPLE,RD, ,HUNTERSVILLE,NC,28216,Nature Preserve,Developed,North,,,,9803141129,,,,District 1,1998/07/28 00:00:00+00,,,1432158.24810465,591131.96731652,Mecklenburg
12,OLDP,Olde Providence Park,3800 REA RD,3800, ,REA,RD, ,CHARLOTTE,NC,28226,Community,Developed,South,,,,9803141003,,,District 7,District 5,1998/07/28 00:00:00+00,,,1462464.34268114,499870.05936098,Mecklenburg
13,SUGC,Sugaw Creek Recreation Center,943 W SUGAR CREEK RD,943,W,SUGAR CREEK,RD, ,CHARLOTTE,NC,28213,Recreation Center,Developed,North,,,,9803141001,,,District 1,District 3,1998/07/28 00:00:00+00,,,1463875.50833802,558915.30954829,Mecklenburg
14,COOK,Cook Park,15010 ERVIN COOK RD,0, , , ,NO,HUNTERSVILLE,NC,28078,Town Park,Undeveloped,North,,,,7047662220,,,,District 1,2005/12/08 00:00:00+00,,,1435257.20823318,613461.87054826,Huntersville
15,RIBW,Ribbonwalk Nature Preserve,5017 HOYT HINSON RD,5017, ,HOYT HINSON,RD, ,CHARLOTTE,NC,28269,Nature Preserve,Developed,North,,,,9803141000,,,District 2,District 3,2005/07/11 00:00:00+00,,,1457448.57479759,566045.98464716,Mecklenburg
16,WMJP,West Mecklenburg Park,2765 WESTERWOOD VILLAGE DR.,0, , , ,NO,CHARLOTTE,NC,28214,Neighborhood,Undeveloped,North,,,,9803141001,,,District 3,District 2,2008/07/28 00:00:00+00,,,1416395.27172606,551607.9466518,Mecklenburg
17,TUCP,Tuckaseegee Park,4820 TUCKASEEGEE RD,4820, ,TUCKASEEGEE,RD, ,CHARLOTTE,NC,28208,Neighborhood,Developed,North,,,,9803141001,,,District 2,District 2,1998/07/28 00:00:00+00,,,1430415.4719132,550805.54210021,Mecklenburg
18,BCKP,Back Creek Park,3343 BACK CREEK CHURCH RD,0, ,NO ADDRESS, , ,CHARLOTTE,NC,28213,Regional,Undeveloped,North,,,,9803141001,,,District 4,District 3,2002/03/18 00:00:00+00,,,1492047.59592807,564895.08657813,Mecklenburg
19,INPP,Independence Pointe Park,9902 INDEPENDENCE POINTE PY,0, , , ,NO,MATTHEWS,NC,28105,Town Park,Undeveloped,South,,,,7043217275,,,,District 6,2003/07/11 00:00:00+00,,,1487684.4920242,507491.60133268,Matthews
20,FORP,Forest Point Park,7721 FOREST POINT BV,7721,,FOREST POINT,BV,,CHARLOTTE,NC,28217,Neighborhood Park,Undeveloped,South,,,,9803141003,,,District 3,District 2,,,,1430689.34534025,510515.81436808,Mecklenburg
21,LDNP,Lake Davidson Nature Preserve,750 JETTON ST,750,,JETTON,ST,,DAVIDSON,NC,28036,Nature Preserve,Developed,North,,,,7048923349,,,,District 1,,,,1446084.90983638,643443.41345002,Davidson
22,EALD,Eagles Landing Park,1204 EAGLES LANDING DR,0, ,NO ADDRESS, , ,CHARLOTTE,NC,28214,Neighborhood,Developed,North,,,,9803141001,,,District 2,District 2,2003/07/11 00:00:00+00,,,1425159.71578474,559031.77237631,Mecklenburg
23,WBNP,West Branch Nature Preserve,17439 SUMMERS WALK BV,0, , , ,NO,DAVIDSON,NC,28036,Nature Preserve,Developed,North,,,,9803141001,,,,District 1,2008/10/31 00:00:00+00,,,1472027.47469285,624495.37513904,Mecklenburg
24,TMCW,T.M. Winget Park,12025 WINGET RD,12025, ,WINGET,RD, ,CHARLOTTE,NC,28278,Regional,Developed,South,,,,9803141003,,,District 3,District 2,1998/07/28 00:00:00+00,,,1401277.84098262,508885.58185768,Mecklenburg
25,ALHP,Allen Hills Park,4701 CHEVIOT RD,4701, ,CHEVIOT,RD, ,CHARLOTTE,NC,28269,Neighborhood,Developed,North,,,,9803141001,,,District 1,District 3,2007/10/16 00:00:00+00,,,1457258.37133479,563623.94450358,Mecklenburg
26,NATM,Discovery Place Nature Museum,1658 STERLING RD,1658, ,STERLING,RD, ,CHARLOTTE,NC,28209,Museum,Developed,Central,,,,7043726261,,,District 1,District 5,1998/07/28 00:00:00+00,,,1449490.06344724,528492.20969044,Discovery Place
27,AMRC,Amay James Recreation Center & Annex,2425 LESTER ST,2425,,LESTER,ST,,CHARLOTTE,NC,28208,Recreation Center,Undeveloped,Central,,,,9803141002,,,District 3,District 2,2022/08/17 15:44:39+00,,,1431958.00067541,534153.00012825,Mecklenburg
28,WCLT,West Charlotte Recreation Center,2401 KENDALL DR,2401, ,KENDALL,DR, ,CHARLOTTE,NC,28216,Recreation Center,Developed,Central,,,,9803141002,,,District 2,District 2,1998/07/28 00:00:00+00,,,1445689.56901386,557814.66541933,Mecklenburg
29,COPP,Copperhead Island,15200 SOLDIER RD,15200, ,SOLDIER,RD, ,CHARLOTTE,NC,28278,Nature Preserve,Developed,South,,,,9803141003,,,,District 2,1998/07/28 00:00:00+00,,,1394440.25998615,501026.64192905,Mecklenburg
30,JBCP,James Boyce Park,300 BOYCE RD,300, ,BOYCE,RD, ,CHARLOTTE,NC,28211,Community,Developed,South,,,,9803141003,,,District 6,District 5,1999/02/11 00:00:00+00,,,1471143.22903475,513298.18118201,Mecklenburg
31,ARCH,Archdale Park,5400 CHERRYCREST LN,5400, ,CHERRYCREST,LN, ,CHARLOTTE,NC,28217,Neighborhood,Developed,South,,,,9803141003,,,District 3,District 5,2008/09/02 00:00:00+00,,,1436172.61020872,515649.98632927,Mecklenburg
32,EZEL,Ezell Farm Park,4155 MINTWOOD DR,4155, ,MINTWOOD,DR, ,MINT HILL,NC,28227,Community,Developed,South,,,,9803141003,,,,District 6,2003/07/11 00:00:00+00,,,1500639.6336538,516410.22847739,Mecklenburg
33,LNCH,Lake Norman Charter High School Gymnasium,12701 OLD STATESVILLE RD,12701,,OLD STATESVILLE,RD,,HUNTERSVILLE,NC,28078,Recreation Center,Developed,North,,,,7047662220,,,,District 1,,,,1452873.81291521,602745.96758975,Huntersville
34,DBWP,David B. Waymer Park,14200 HOLBROOKS RD,302, ,HOLBROOKS,RD, ,HUNTERSVILLE,NC,28078,Town Park,Developed,North,,,,7047662220,,,,District 1,2003/07/11 00:00:00+00,,,1453280.17666817,605295.32003877,Huntersville
35,MTHC,Methodist Home Recreation Center,3200 SHAMROCK DR,3200, ,SHAMROCK,DR, ,CHARLOTTE,NC,28205,Recreation Center,Developed,South,,,,9803141123,,,District 1,District 4,1998/07/28 00:00:00+00,,,1470575.45623237,545221.96882314,Mecklenburg
36,STVC,Stevens Creek Nature Center,15700 THOMPSON RD,15700,,THOMPSON,RD,,MINT HILL,NC,28227,Nature Center,Developed,South,,,,9803142526,,,,District 6,2020/06/01 11:04:56+00,,,1508713.55389167,511563.54784469,Mecklenburg
37,CTMY,C.T. Myers Golf Course,7817 HARRISBURG RD,7817, ,HARRISBURG,RD, ,CHARLOTTE,NC,28215,Golf Course,Developed,South,,,,9803141003,,,District 5,District 4,2002/03/18 00:00:00+00,,,1496508.10782485,539832.77664553,Mecklenburg
38,SOLO,Solomans Park,3299 VENICE ST,3299, ,VENICE,ST, ,CHARLOTTE,NC,28216,Neighborhood,Developed,Central,,,,9803141002,,,District 2,District 2,1998/07/28 00:00:00+00,,,1441622.37585604,555139.06585603,Mecklenburg
39,MTSP,Matthews-Sardis Park,9650 SARDIS RD,9650,,SARDIS,RD,,MATTHEWS,NC,28105,Town Park,Developed,South,,,,7043217275,,,,District 6,,,,1478847.28320913,502415.59181851,Matthews
40,HARP,Harrisburg Road Park,7701 HARRISBURG RD,7701, ,HARRISBURG,RD, ,CHARLOTTE,NC,28215,Neighborhood,Developed,South,,,,9803141003,,,District 5,District 4,1998/07/28 00:00:00+00,,,1496390.43705367,539205.71976124,Mecklenburg
41,ABER,Abernathy Park,205 GLENDALE DR,205,,GLENDALE,DR,,HUNTERSVILLE,NC,28078,Town Park,Developed,North,,,,7047662220,,,,District 1,,,,1452410.09950764,612667.1392009,Huntersville
42,RURL,Rural Hill Nature Preserve,4431 NECK RD,4431, ,NECK,RD, ,HUNTERSVILLE,NC,28078,Nature Preserve,Developed,North,,,,9803141001,,,,District 1,1998/07/28 00:00:00+00,,,1420177.12585604,600330.87585603,Mecklenburg
43,GRWP,Greenway Park,226 GREENWAY ST,226,,GREENWAY,ST,,HUNTERSVILLE,NC,28078,Town Park,Developed,North,,,,7047662220,,,,District 1,,,,1449771.01106961,607678.62626459,Huntersville
44,LKWD,Lakewood Park,3207 KALYNNE ST,0, , , , ,CHARLOTTE,NC,28208,Neighborhood,Developed,Central,,,,9803141002,,,District 2,District 2,,,,1439226.17631003,552307.84999146,Mecklenburg
45,MOOR,West Cove Park,10012 MOORES CHAPEL LP,10012,,MOORES CHAPEL,LP,,CHARLOTTE,NC,28214,Neighborhood,Undeveloped,South,,,,9803141003,,,,District 2,,,,1401390.76292558,550551.70748833,Mecklenburg
46,PHGP,Parham Gateway Park,710 LAKE PARK DR,710,,LAKE PARK,DR,,DAVIDSON,NC,28036,Town Park,Developed,North,,,,7048923349,,,,District 1,,,,1445399.25828946,641446.64959385,Davidson
47,DELL,Dellwood Center,508 DELLWOOD DR,508,,DELLWOOD,DR,,HUNTERSVILLE,NC,28078,Community Center,Developed,North,,,,7047662220,,,,District 1,,,,1453407.49517803,607319.16974057,Huntersville
48,MDLC,Marion Diehl Recreation Center & Pool,2219 TYVOLA RD,2219, ,TYVOLA,RD, ,CHARLOTTE,NC,28210,Recreation Center,Developed,South,,,,9803141003,,,District 6,District 5,1998/07/28 00:00:00+00,,,1444863.519187,518404.97159144,Mecklenburg
49,LNCE,Lake Norman Charter Elementary School Gymnasium,10019 HAMBRIGHT RD,10019,,HAMBRIGHT,RD,,HUNTERSVILLE,NC,28078,Recreation Center,Developed,North,,,,7047662220,,,,District 1,,,,1442758.99779624,598762.21908929,Huntersville
50,PROG,Progress Park,1301 PARKWOOD AV,1301, ,PARKWOOD,AV, ,CHARLOTTE,NC,28205,Neighborhood,Developed,Central,,,,9803141002,,,District 1,District 3,1998/07/28 00:00:00+00,,,1458838.966985,544717.02925171,Mecklenburg
51,CLAN,Clanton Park,1520 CLANTON RD,1520, ,CLANTON,AV, ,CHARLOTTE,NC,28217,Community,Developed,Central,,,,9803141002,,,District 3,District 2,1998/07/28 00:00:00+00,,,1434491.1482441,536050.46499577,Mecklenburg
52,SWCG,Smallwood Community Garden,2625 ROSLYN AV,2625,,ROSLYN,AV,,CHARLOTTE,NC,28208,Community Garden,Developed,Central,,,,9803141000,,,District 2,District 2,2018/08/24 00:00:00+00,,,1442650.31077462,550766.80974843,Mecklenburg
53,NCPK,North Charlotte Park,3400 SPENCER ST,3400, ,SPENCER,ST, ,CHARLOTTE,NC,28205,Neighborhood,Developed,Central,,,,9803141002,,,District 1,District 4,1998/07/28 00:00:00+00,,,1463246.29339956,549329.76044779,Mecklenburg
54,VIEW,Viewmont Park,5400 VIEWMONT DR,5400, ,VIEWMONT,DR, ,CHARLOTTE,NC,28215,Neighborhood,Developed,North,,,,9803141001,,,District 1,District 3,1998/07/28 00:00:00+00,,,1477494.41831151,554226.92737339,Mecklenburg
55,STMP,Stumptown Park,120 S TRADE ST,120,S,TRADE,ST,,MATTHEWS,NC,28105,Town Park,Developed,South,,,,7043217275,,,,District 6,,,,1484623.54103363,501289.91987824,Matthews
56,CHAS,Charles Avenue Park,800 CHARLES AV,800, ,CHARLES,AV, ,CHARLOTTE,NC,28205,Neighborhood,Developed,Central,,,,9803141002,,,District 1,District 4,1998/07/28 00:00:00+00,,,1460277.96138297,548213.09558709,Mecklenburg
57,HGRC,Hickory Grove Recreation Center,6709 PENCE RD,6709, ,PENCE,RD, ,CHARLOTTE,NC,28215,Recreation Center,Developed,South,,,,9803141003,,,District 5,District 4,2008/02/26 00:00:00+00,,,1487014.49801129,541732.7855729,Mecklenburg
58,FRAZ,Frazier Park,1201 W 4TH ST EXT,1201,W,4TH,ST,EX,CHARLOTTE,NC,28202,Neighborhood,Developed,Central,,,,9803141002,,,District 2,District 4,1998/07/28 00:00:00+00,,,1445548.77815126,545017.72808199,Mecklenburg
59,FOUR,Fourth Ward Park,301 N POPLAR ST,301,N,POPLAR,ST, ,CHARLOTTE,NC,28202,Neighborhood,Developed,Central,,,,9803141002,,,District 2,District 4,2007/12/12 00:00:00+00,,,1449875.70770836,544321.59885255,Mecklenburg
